benchmark,tsan-races,tsan-usertime,tsan-systime,tsan-time,tsan-maxmem,helgrind-races,helgrind-usertime,helgrind-systime,helgrind-time,helgrind-maxmem,vamos-races,vamos-usertime,vamos-systime,vamos-time,vamos-maxmem,vamos-maxmem-mon,vamos-eventsnum,vamos-dropped,vamos-holes
reorder_c11_good-30.i , 0,0.0,0.01,0.01,19040,0,0.45,0.03,0.49,50252,0,0.0,0.0,0.04,1900,3904,248,0,0
reorder_c11_good-40.i , 0,0.0,0.0,0.01,19300,0,0.47,0.02,0.49,50252,0,0.0,0.0,0.04,2052,4072,328,0,0
reorder_c11_good-50.i , 0,0.0,0.01,0.01,19316,0,0.46,0.03,0.49,50256,0,0.0,0.0,0.04,2184,4404,408,0,0
rfi000_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.52,18924,0,0.44,0.02,0.46,50536,0,0.0,0.0,0.16,1792,3604,36,0,0
rfi000_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.01,0.52,19104,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1792,3476,26,0,0
rfi000_tso.i , 0,0.0,0.0,0.52,18876,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1756,3420,26,0,0
rfi001_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18908,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1904,3660,36,0,0
rfi001_power.opt_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.51,18780,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1736,3488,26,0,0
rfi002_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.51,18972,0,0.45,0.02,0.47,50260,0,0.0,0.0,0.16,1748,3428,46,0,0
rfi002_tso.i , 0,0.0,0.0,0.51,19012,0,0.45,0.01,0.46,50268,0,0.0,0.0,0.16,1912,3432,46,0,0
rfi003_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.51,18868,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1752,3488,30,0,0
rfi003_tso.i , 0,0.0,0.0,0.51,18868,0,0.43,0.03,0.46,50524,0,0.0,0.0,0.16,1788,3416,37,0,0
rfi004.i , 0,0.0,0.0,0.51,19004,0,0.45,0.01,0.47,50512,0,0.0,0.0,0.16,1756,3424,30,0,0
rfi005.i , 0,0.0,0.0,0.13,19736,0,0.44,0.03,0.6,50236,0,0.0,0.0,0.16,1924,3416,30,0,0
rfi006_power.oepc.i , 0,0.0,0.01,0.52,19096,0,0.46,0.01,0.47,50260,0,0.0,0.0,0.16,1780,3436,61,0,0
rfi006_power.opt.i , 0,0.0,0.01,0.52,19072,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1748,3436,61,0,0
rfi006_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19024,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1756,3532,74,0,0
rfi006_rmo.i , 0,0.0,0.01,0.52,18928,0,0.45,0.01,0.46,50532,0,0.0,0.0,0.16,1740,3428,56,0,0
rfi007_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18880,0,0.45,0.01,0.47,50268,0,0.0,0.0,0.16,1788,3464,36,0,0
rfi007_tso.i , 0,0.0,0.0,0.52,19008,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1796,3472,26,0,0
rfi008.oepc.i , 0,0.0,0.0,0.52,19008,0,0.43,0.03,0.47,50532,0,0.0,0.0,0.16,1732,3428,51,0,0
rfi008.opt.i , 0,0.0,0.01,0.52,18796,0,0.44,0.02,0.46,50264,0,0.0,0.0,0.16,1812,3608,32,0,0
rfi009_power.oepc.i , 0,0.0,0.01,0.52,18896,0,0.45,0.01,0.47,50256,0,0.0,0.0,0.16,1844,3612,62,0,0
rfi009_power.opt_pso.oepc_pso.opt_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19104,0,0.43,0.03,0.47,50536,0,0.0,0.0,0.16,1840,3508,76,0,0
rfi009_rmo.oepc.i , 0,0.0,0.01,0.52,19180,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1748,3676,57,0,0
rfi010.i , 0,0.0,0.01,0.52,19000,0,0.45,0.01,0.46,50272,0,0.0,0.0,0.16,1788,3480,30,0,0
ring_1w1r-1.i , 0,0.0,0.01,0.13,19516,0,0.44,0.03,0.6,49568,32,0.0,0.0,0.16,1736,3440,608,0,0
ring_1w1r-2.i , 6,0.51,0.01,0.52,19192,TO,None,None,None,None,5240,0.0,0.0,0.04,1796,3556,1899,0,0
ring_2w1r-1.i , 6,0.52,0.0,0.52,19524,TO,None,None,None,None,5376,0.0,0.0,0.04,1748,3708,1900,0,0
ring_2w1r-2.i , 5,0.52,0.0,0.65,20452,TO,None,None,None,None,4520,0.0,0.0,0.04,1768,3620,2252,0,0
safe000_power.oepc.i , 0,0.0,0.01,0.52,18972,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1768,3492,56,0,0
safe000_power.opt.i , 0,0.0,0.0,0.52,18960,0,0.46,0.0,0.47,50532,0,0.0,0.0,0.16,1816,3376,76,0,0
safe000_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19064,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1772,3476,32,0,0
safe000_rmo.i , 0,0.0,0.0,0.52,18964,0,0.44,0.02,0.47,50260,0,0.0,0.0,0.16,1796,3668,51,0,0
safe001_power.oepc.i , 0,0.0,0.0,0.52,18964,0,0.43,0.03,0.46,50528,0,0.0,0.0,0.16,1788,3528,55,0,0
safe001_power.opt_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.0,0.51,18868,0,0.44,0.02,0.47,50528,0,0.0,0.0,0.16,1788,3424,59,0,0
safe001_rmo.oepc.i , 0,0.0,0.0,0.52,18904,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1756,3536,50,0,0
safe001_tso.i , 0,0.0,0.0,0.51,19016,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.16,1840,3476,31,0,0
safe002_power.oepc.i , 0,0.0,0.0,0.52,19088,0,0.43,0.03,0.47,50248,0,0.0,0.0,0.16,1744,3428,56,0,0
safe002_power.opt_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.01,0.52,18980,0,0.45,0.01,0.47,50264,0,0.0,0.0,0.16,1800,3432,61,0,0
safe002_rmo.oepc.i , 0,0.0,0.0,0.52,18888,0,0.45,0.02,0.46,50528,0,0.0,0.0,0.16,1844,3424,51,0,0
safe002_tso.i , 0,0.0,0.01,0.52,19024,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1780,3440,32,0,0
safe003_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,19028,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1824,3440,59,0,0
safe003_power.opt.i , 0,0.0,0.0,0.52,19060,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1760,3628,75,0,0
safe003_tso.i , 0,0.0,0.0,0.52,18956,0,0.42,0.04,0.46,50244,0,0.0,0.0,0.16,1792,3492,31,0,0
safe004_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,19196,0,0.45,0.01,0.47,50524,0,0.0,0.0,0.16,1760,3440,58,0,0
safe004_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18900,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1744,3436,58,0,0
safe004_tso.i , 0,0.0,0.01,0.52,19084,0,0.45,0.01,0.46,50248,0,0.0,0.0,0.16,1820,3652,30,0,0
safe005_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18804,0,0.45,0.01,0.47,50248,0,0.0,0.0,0.16,1804,3436,62,0,0
safe005_tso.i , 0,0.0,0.01,0.52,19068,0,0.44,0.02,0.47,50248,0,0.0,0.0,0.16,1736,3424,33,0,0
safe006_power.oepc-thin000_power.oepc.i , 0,0.0,0.0,0.52,18848,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1812,3424,35,0,0
safe006_power.opt-thin000_power.opt.i , 0,0.0,0.0,0.52,18832,0,0.43,0.02,0.46,50244,0,0.0,0.0,0.17,1780,3520,37,0,0
safe006_pso.oepc_pso.opt_tso.oepc_tso.opt-thin000_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18876,0,0.45,0.01,0.47,49820,0,0.0,0.0,0.16,1832,3464,19,0,0
safe006_rmo.oepc_rmo.opt-thin000_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18812,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.16,1788,3520,30,0,0
safe007_power.oepc-thin001_power.oepc.i , 0,0.0,0.0,0.51,19060,0,0.44,0.02,0.46,50524,0,0.0,0.0,0.16,1736,3432,48,0,0
safe007_power.opt-thin001_power.opt.i , 0,0.0,0.01,0.52,19084,0,0.44,0.02,0.47,50228,0,0.0,0.0,0.16,1676,3504,52,0,0
safe007_pso.oepc_pso.opt_tso.oepc_tso.opt-thin001_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.01,0.0,0.53,18980,0,0.45,0.01,0.47,49816,0,0.0,0.0,0.16,1760,3360,32,0,0
safe007_rmo.oepc_rmo.opt-thin001_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,18952,0,0.45,0.01,0.47,50524,0,0.0,0.0,0.16,1668,3620,43,0,0
safe008_power.oepc_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,19076,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1796,3440,59,0,0
safe008_power.opt.i , 0,0.0,0.0,0.52,18908,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1732,3448,75,0,0
safe008_tso.i , 0,0.0,0.01,0.52,18944,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1768,3348,31,0,0
safe009_power.oepc.i , 0,0.0,0.0,0.52,18932,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.17,1780,3536,56,0,0
safe009_power.opt.i , 0,0.0,0.01,0.52,19060,0,0.45,0.01,0.47,50528,0,0.0,0.0,0.16,1752,3372,76,0,0
safe009_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19000,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1816,3412,32,0,0
safe009_rmo.oepc.i , 0,0.0,0.0,0.52,18956,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1788,3424,51,0,0
safe009_rmo.opt.i , 0,0.0,0.0,0.52,18956,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1824,3480,59,0,0
safe010_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18720,0,0.43,0.03,0.46,50244,0,0.0,0.0,0.16,1908,3420,36,0,0
safe010_tso.i , 0,0.0,0.0,0.52,18872,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1760,3408,18,0,0
safe011_power.oepc_pso.oepc_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.51,18892,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1780,3432,58,0,0
safe011_power.opt_pso.opt.i , 0,0.0,0.01,0.52,19160,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1672,3676,58,0,0
safe011_tso.i , 0,0.0,0.01,0.52,19028,0,0.45,0.01,0.46,50508,0,0.0,0.0,0.16,1748,3520,30,0,0
safe012_power.oepc.i , 0,0.0,0.01,0.51,18896,0,0.43,0.04,0.47,49820,0,0.0,0.0,0.16,1728,3436,48,0,0
safe012_power.opt.i , 0,0.01,0.0,0.52,19072,0,0.44,0.02,0.46,50228,0,0.0,0.0,0.16,1744,3408,52,0,0
safe012_pso.oepc_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18876,0,0.44,0.02,0.46,50268,0,0.0,0.0,0.16,1920,3500,61,0,0
safe012_rmo.oepc.i , 0,0.0,0.0,0.51,18896,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1840,3432,43,0,0
safe012_tso.i , 0,0.0,0.0,0.52,18888,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1744,3608,32,0,0
safe013_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,18992,0,0.45,0.01,0.46,50520,0,0.0,0.0,0.16,1768,3364,62,0,0
safe013_tso.i , 0,0.0,0.0,0.13,19812,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.16,1724,3356,33,0,0
safe014_power.oepc.i , 0,0.0,0.0,0.52,18912,0,0.44,0.02,0.47,50524,0,0.0,0.0,0.16,1776,3536,48,0,0
safe014_power.opt.i , 0,0.0,0.01,0.52,18800,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1744,3448,48,0,0
safe014_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18804,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1740,3480,32,0,0
safe014_rmo.oepc.i , 0,0.0,0.0,0.52,19084,0,0.46,0.0,0.47,50244,0,0.0,0.0,0.16,1776,3436,43,0,0
safe014_rmo.opt.i , 0,0.0,0.0,0.52,18964,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1772,3540,49,0,0
safe015_power.oepc.i , 0,0.0,0.01,0.13,19860,0,0.44,0.03,0.6,50524,0,0.0,0.0,0.16,1860,3484,45,0,0
safe015_power.opt.i , 0,0.0,0.01,0.52,19144,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1668,3440,50,0,0
safe015_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18952,0,0.43,0.03,0.46,50508,0,0.0,0.0,0.16,1788,3416,33,0,0
safe015_rmo.i , 0,0.0,0.0,0.52,18824,0,0.45,0.01,0.47,49800,0,0.0,0.0,0.16,1760,3536,50,0,0
safe016_power.oepc.i , 0,0.0,0.01,0.52,19164,0,0.44,0.02,0.47,49828,0,0.0,0.0,0.16,1856,3544,65,0,0
safe016_power.opt.i , 0,0.0,0.0,0.52,18804,0,0.45,0.02,0.47,50252,0,0.0,0.0,0.16,1836,3452,81,0,0
safe016_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19080,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1768,3544,29,0,0
safe016_rmo.oepc.i , 0,0.0,0.0,0.52,18892,0,0.46,0.0,0.47,50532,0,0.0,0.0,0.16,1740,3548,60,0,0
safe016_rmo.opt.i , 0,0.0,0.01,0.52,18988,0,0.45,0.01,0.47,49812,0,0.0,0.0,0.16,1780,3516,76,0,0
safe017_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18964,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1772,3484,55,0,0
safe017_tso.i , 0,0.0,0.0,0.52,19016,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1748,3520,27,0,0
safe018_power.oepc.i , 0,0.0,0.0,0.52,18960,0,0.45,0.02,0.47,50524,0,0.0,0.0,0.16,1780,3436,45,0,0
safe018_power.opt.i , 0,0.0,0.0,0.52,19080,0,0.45,0.01,0.46,50532,0,0.0,0.0,0.16,1800,3444,58,0,0
safe018_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,19052,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1760,3420,29,0,0
safe018_rmo.oepc.i , 0,0.0,0.0,0.52,18880,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1912,3436,40,0,0
safe018_rmo.opt.i , 0,0.0,0.0,0.51,19080,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1920,3540,46,0,0
safe019_power.oepc.i , 0,0.0,0.0,0.51,19072,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1680,3452,66,0,0
safe019_power.opt.i , 0,0.0,0.0,0.52,18912,0,0.44,0.02,0.47,49812,0,0.0,0.0,0.16,1760,3528,97,0,0
safe019_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.51,18916,0,0.46,0.0,0.47,50244,0,0.0,0.0,0.16,1800,3432,42,0,0
safe019_rmo.oepc.i , 0,0.0,0.0,0.51,18844,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1748,3444,61,0,0
safe019_rmo.opt.i , 0,0.0,0.01,0.52,19060,0,0.46,0.01,0.47,49812,0,0.0,0.0,0.16,1764,3456,78,0,0
safe020_power.i , 0,0.0,0.01,0.52,19020,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1916,3380,59,0,0
safe020_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18948,0,0.44,0.02,0.46,50240,0,0.0,0.0,0.16,1756,3428,30,0,0
safe020_rmo.i , 0,0.0,0.01,0.52,19072,0,0.45,0.01,0.47,50528,0,0.0,0.0,0.16,1768,3680,47,0,0
safe021_power.oepc_pso.oepc_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.52,19028,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1776,3540,58,0,0
safe021_power.opt_pso.opt.i , 0,0.0,0.0,0.52,19032,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1748,3496,58,0,0
safe021_tso.i , 0,0.0,0.0,0.52,19096,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1772,3420,30,0,0
safe022_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18836,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1728,3604,36,0,0
safe022_tso.i , 0,0.0,0.01,0.52,18908,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1752,3588,18,0,0
safe023_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.51,19048,0,0.45,0.01,0.46,50252,0,0.0,0.0,0.16,1844,3436,78,0,0
safe023_tso.i , 0,0.0,0.01,0.52,18924,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1756,3480,33,0,0
safe024_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.01,0.51,19008,0,0.44,0.02,0.47,50252,0,0.0,0.0,0.16,1780,3508,62,0,0
safe024_tso.i , 0,0.0,0.0,0.52,19020,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1916,3428,33,0,0
safe025_power.i , 0,0.0,0.01,0.13,19768,0,0.45,0.02,0.6,50524,0,0.0,0.0,0.16,1856,3664,45,0,0
safe025_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18888,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.16,1768,3508,33,0,0
safe025_rmo.i , 0,0.0,0.0,0.52,19032,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1740,3484,50,0,0
safe026_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.51,18884,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.16,1764,3440,55,0,0
safe026_tso.i , 0,0.0,0.01,0.52,19044,0,0.42,0.04,0.47,50244,0,0.0,0.0,0.16,1768,3412,27,0,0
safe027_power.oepc.i , 0,0.0,0.01,0.52,19100,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1836,3516,68,0,0
safe027_power.opt.i , 0,0.0,0.01,0.52,19000,0,0.46,0.01,0.47,49812,0,0.0,0.0,0.16,1764,3468,98,0,0
safe027_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18892,0,0.44,0.02,0.47,50244,0,0.0,0.0,0.16,1788,3404,43,0,0
safe027_rmo.i , 0,0.0,0.0,0.52,19108,0,0.44,0.02,0.46,50532,0,0.0,0.0,0.16,1776,3448,63,0,0
safe028_power.i , 0,0.0,0.0,0.52,18912,0,0.44,0.02,0.47,50532,0,0.0,0.0,0.16,1764,3508,59,0,0
safe028_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,18888,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1752,3488,30,0,0
safe028_rmo.i , 0,0.0,0.0,0.52,19080,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1764,3504,47,0,0
safe029_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18792,0,0.44,0.02,0.47,50516,0,0.0,0.0,0.16,1756,3416,36,0,0
safe029_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18784,0,0.45,0.01,0.47,50268,0,0.0,0.0,0.16,1740,3592,26,0,0
safe029_tso.i , 0,0.0,0.0,0.13,19564,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.16,1720,3504,18,0,0
safe030_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.01,0.52,18952,0,0.45,0.02,0.47,50532,0,0.0,0.0,0.16,1788,3536,58,0,0
safe030_power.opt_pso.opt_rmo.opt.i , 0,0.01,0.0,0.52,19000,0,0.45,0.01,0.47,50260,0,0.0,0.0,0.16,1732,3388,38,0,0
safe030_tso.i , 0,0.0,0.01,0.52,19084,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.16,1796,3652,30,0,0
safe031_power.oepc_pso.oepc_rmo.oepc.i , 0,0.0,0.0,0.51,18880,0,0.44,0.02,0.46,50516,0,0.0,0.0,0.16,1816,3368,62,0,0
safe031_power.opt_pso.opt_rmo.opt.i , 0,0.0,0.0,0.52,18872,0,0.45,0.01,0.47,50516,0,0.0,0.0,0.16,1784,3488,41,0,0
safe031_tso.i , 0,0.0,0.01,0.52,19028,0,0.45,0.01,0.46,50508,0,0.0,0.0,0.16,1732,3404,33,0,0
safe032_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18936,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1768,3528,70,0,0
safe032_tso.i , 0,0.0,0.0,0.52,19032,0,0.44,0.02,0.47,50248,0,0.0,0.0,0.16,1800,3380,36,0,0
safe033_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.01,0.0,0.52,19112,0,0.44,0.02,0.46,49828,0,0.0,0.0,0.16,1716,3512,30,0,0
safe033_tso.i , 0,0.0,0.01,0.52,18924,0,0.45,0.01,0.46,50244,0,0.0,0.0,0.16,1724,3464,21,0,0
safe034_power.oepc_power.opt_pso.oepc_pso.opt_rmo.oepc_rmo.opt.i , 0,0.0,0.0,0.52,18804,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.16,1784,3532,45,0,0
safe034_tso.i , 0,0.0,0.0,0.51,18968,0,0.44,0.02,0.46,50508,0,0.0,0.0,0.16,1756,3424,36,0,0
safe035_power.i , 0,0.0,0.0,0.51,18900,0,0.44,0.02,0.47,50256,0,0.0,0.0,0.16,1760,3436,77,0,0
safe035_pso.oepc_pso.opt_rmo.oepc_rmo.opt_tso.oepc_tso.opt.i , 0,0.0,0.01,0.52,18940,0,0.45,0.01,0.47,50240,0,0.0,0.0,0.16,1736,3372,36,0,0
safe036.i , 0,0.0,0.0,0.52,19056,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1784,3404,21,0,0
safe037.i , 0,0.0,0.01,0.52,18820,0,0.45,0.01,0.47,50244,0,0.0,0.0,0.16,1728,3424,36,0,0
safestack_relacy.i , 1,0.0,0.0,0.52,19292,2,0.45,0.02,0.47,50524,16,0.0,0.0,0.04,1760,3440,180,0,0
scull.i , 3,0.0,0.01,0.52,19532,16,0.43,0.04,0.47,50524,16,0.0,0.0,0.04,1776,3544,40,0,0
sigma-s.i , 0,0.0,0.01,0.01,18700,0,0.45,0.02,0.47,50244,0,0.0,0.0,0.04,1740,3476,14,0,0
singleton-b.i , 1,0.01,0.0,0.44,19448,2,0.44,0.02,0.47,49788,3,0.0,0.0,0.04,1808,3604,29,0,0
singleton.i , 0,0.0,0.0,0.01,18956,0,0.45,0.02,0.47,49792,0,0.0,0.0,0.04,1756,3500,37,0,0
singleton_with-uninit-problems-b.i , 1,0.0,0.0,0.44,19508,2,0.45,0.01,0.47,50532,3,0.0,0.0,0.04,1772,3496,29,0,0
singleton_with-uninit-problems.i , 0,0.0,0.01,0.01,19064,0,0.44,0.02,0.47,49812,0,0.0,0.0,0.04,1924,3432,37,0,0
stack-1.i , 0,0.0,0.0,0.01,18752,0,0.45,0.01,0.46,50256,0,0.0,0.0,0.04,1776,3520,56,0,0
stack-2.i , 0,0.0,0.01,0.01,18656,0,0.44,0.02,0.47,50240,0,0.0,0.0,0.04,1756,3668,66,0,0
stack_longer-1.i , 0,0.0,0.0,0.01,18956,0,0.45,0.02,0.48,50244,0,0.0,0.0,0.16,1744,3676,870,0,0
stack_longer-2.i , 0,0.0,0.0,0.01,19016,0,0.46,0.01,0.48,50260,0,0.0,0.0,0.04,1720,4040,3882,0,0
stack_longest-1.i , 0,0.0,0.0,0.01,19040,0,0.47,0.01,0.49,50244,0,0.0,0.0,0.04,1808,4104,9606,4923,3
stack_longest-2.i , 0,0.0,0.01,0.01,18968,0,0.46,0.03,0.49,50256,0,0.0,0.0,0.04,1736,4336,8006,3419,3
stateful01-1.i , 0,0.01,0.0,0.13,19676,0,0.46,0.01,0.6,50512,0,0.0,0.0,0.16,1924,3344,22,0,0
stateful01-2.i , 0,0.0,0.0,0.01,18728,0,0.46,0.0,0.46,50512,0,0.0,0.0,0.04,1768,3404,21,0,0
szymanski-b.i , 2,0.0,0.01,0.52,19208,3,0.44,0.02,0.47,49788,12,0.0,0.0,0.04,1720,3648,16,0,0
thin002_power.oepc.i , 0,0.0,0.0,0.52,18912,0,0.45,0.01,0.47,50532,0,0.0,0.0,0.16,1800,3352,61,0,0
thin002_power.opt.i , 0,0.0,0.0,0.52,18904,0,0.44,0.02,0.47,49820,0,0.0,0.0,0.16,1772,3476,67,0,0
thin002_pso.oepc_pso.opt_tso.oepc_tso.opt.i , 0,0.0,0.0,0.52,19044,0,0.44,0.02,0.47,50256,0,0.0,0.0,0.16,1796,3548,45,0,0
thin002_rmo.i , 0,0.0,0.01,0.52,18996,0,0.45,0.02,0.47,50260,0,0.0,0.0,0.16,1928,3456,56,0,0
time_var_mutex.i , 0,0.01,0.0,0.01,18748,0,0.44,0.02,0.46,50244,0,0.0,0.0,0.04,1752,3352,19,0,0
tls_basic.i , 0,0.0,0.0,0.01,18572,0,0.44,0.01,0.46,50516,0,0.0,0.0,0.04,1724,3484,11,0,0
tls_destructor_worker.i , 0,0.0,0.0,0.13,19456,0,0.43,0.03,0.59,50508,0,0.0,0.0,0.16,1648,3440,4,0,0
triangular-1.i , 0,0.0,0.0,0.52,19152,0,0.46,0.02,0.48,50516,0,0.0,0.0,0.04,1892,3404,28,0,0
triangular-2.i , 0,0.01,0.0,0.51,19292,0,0.44,0.04,0.48,50516,0,0.0,0.0,0.04,1940,3404,28,0,0
triangular-longer-1.i , 0,0.0,0.0,0.52,19144,0,0.43,0.04,0.48,50240,0,0.0,0.0,0.04,1884,3396,48,0,0
